review,sentiment
"Long, boring, blasphemous. Never have I been so glad to see ending credits roll.",negative
"OK, first of all, Steve Irwin, rest in peace. You were loved by many fans. Now...this movie wasn't a movie at all. It was ""The Crocodile Hunter"" TV program with bad acting, bad scripts, and bad directing in between Steve capturing or teaching us about animals. He was entertaining as an animal seeker/specialist. Millions will miss him. But the whole movie idea was a big mistake. The plot was so broken, it was almost non-existent. Casting was horrible. The acting wasn't even worth elementary school-level actors. The direction must be faulted as well. If you can't get a half-way decent performance out of your actors, no matter how bad the script is, you must not be that good in the first place. I could have written a better script. I wish I had never been to see this movie. Of course, I watched it for $3 ($1.50 for me, $1.50 for my son.) while out with friends who insisted upon seeing this instead of Scooby Doo Live Action. My son, who is not so discriminating, liked the movie alright, but he still has never asked to see it again. If you want fond memories of Steve Irwin, buy his series on DVD. Avoid this movie like the plague. If I were Steve, I know I wouldn't want to be remembered for this movie. Respect him: avoid this movie!",negative
"Bela Lugosi is a real enigma. In the early 1930s, he was on top of the world after appearing in Dracula. Yet, again and again, he made lousy decisions regarding his career. Perhaps he had a bad agent, perhaps his drinking and drug use had a part in it or maybe he was just crazy. Regardless, he ruined his reputation by appearing in pretty much any film--ranging from excellent horror films (such as THE RAVEN) to big-budget flicks (like NINOTCHKA) to grade-Z flicks for the cheapest and shoddiest of studios. Interestingly enough, although he agreed to do this terrible film, he actually turned down the role that later went to Boris Karloff in FRANKENSTEIN! As for this movie, it is a very silly an horridly produced WWII propaganda film that featured a dumb plot and wretched editing. Lugosi spends much of the movie murdering saboteurs--not a bad thing at all. But at the end, we find out that he is himself a Nazi plastic surgeon and all the American-looking men he killed were actually Japanese!!!! The funniest part of this is during a flashback. You see Lugosi talking to a group of Japanese men before he changes them to American-like men. When the camera scans them, the men are clearly Asian. But, on all the other non-close-up shots, they are all VERY Western looking--many with bald heads!! They looked absolutely NOTHING like Japanese men. I suspect the plot must have undergone a re-write and this might account for the obvious mistake. Or, it could just be shoddy production values and editing. In fact, early in the film, they show a street scene in the city and all the cars (circa 1942) are old Model T Fords--obviously from stock footage!!! The bottom line is that the film is bad but also very dull. Unlike PLAN 9 FROM OUTER SPACE, it's hard to laugh at the ineptitude--just be put to sleep by it.",negative
"I have to say that there is one redeeming speck in regards to this ""film"". It firmly establishes the bottom of the barrel. Now filmmakers know what to aim above when making a movie. Other than that I regret watching this debacle. What shameless abandon the making of this ""film"" was. What a waste of $100,000 (that's right folks, ONE HUNDRED THOUSAND dollars). This ""film"" reminds me of that ""Adult Video Awards"" show in which of group of ""industrial prostitutes"" stand up a praise themselves, believing that they are real actors, actresses and filmmakers. Ironic then how I've watched blue movies with better acting, directing and writing. I also found it funny that the Executive Producer, Justin Ament, just had to be in the ""movie"". He plays Deputy Jake Barker. I'm sure his ""acting"" career has taken off... Ted Pfiffer, the writer, has a part. He no doubt was wallowing in the clichéd glory he created. It should be noted that Carrie Finklea has a lead role in the movie. You might remember her from Gus Van Sant's 'Elephant'. Though I'm not too sure that she'll want to write this film on her resume. And I'm not sure which is a more depressing point; money was spent to make this film or people are going to watch it. Along with 'Torque', 'Godsend' and 'Sky Captain and the World of Tomorrow', one of the worst films, IF NOT THE WORST FILM, of 2004.",negative
"With a catchy title like the Butcher of Plainfield this Ed Gein variation and Kane Hodder playing him will no doubt fly off the shelves for a couple of weeks.Most viewers will be bored silly with this latest take on the life of Ed Gien.<br /><br />The movie focuses on Ed's rampage and gives us a(few)glimpses into his Psycosis and dwelling in Plainfeild.Its these scenes that give the movie a much needed jolt.<br /><br />What ruins this is the constant focus on other characters lives and focuses less on Eds.Big mistake here.<br /><br />Kane Hodder is a strange choice to play Gein,but He does pull it off quite well,and deserves more acting credits than he gets these days.Prascilla Barnes and Micahel Barryman also show up.<br /><br />3/10",negative
"Project A II is a classic Jackie Chan movie with all the kung fu, crazy stunts and slapstick humor you expect. Not as good as the prequel but still it is a great movie if you just want something fun to watch. The story is simple, jackie chan versus the evil men. So if you want a movie that you don't have to be a braniac to understand, i would suggest this one.",positive
"I'm a large scarred heterosexual male ex-bouncer, ex-rugby player, and ex-boxer, and I love this movie.<br /><br />It's no ""Mystic River."" It's a piece of fluff. But there is room in life for fluff, and when that fluff is engagingly shot, well-acted by attractive, likable people, cleverly plotted and full of good dialogue, there's even more room for it.<br /><br />I'm not the biggest Tom Selleck fan. But he's good in this. So are Julianne Nicholson (love her bald head and freckles), Ellen Degeneres, Kate Capshaw and even Tom Everett Scott (That Thing You Do!).<br /><br />The scenery is nice, the mood is upbeat, there's heartache and wistfulness and farce and even a little redemption.<br /><br />Any (male) reviewer who disses this movie is, shall we say, not perfectly confident in his masculinity. In the meantime I'll continue to catch bits and pieces of it without apology whenever it shows up on cable.",positive
"I'll never understand why when a studio like Universal buys a musical it then butchers it when bringing it to screen. My first thought when seeing Ava Gardner and Robert Walker were starring I would be seeing something from MGM which did musicals best at that time. Boy was I wrong and disappointed.<br /><br />One Touch Of Venus which starred Mary Martin, Kenny Baker, and John Boles on Broadway ran for 567 performances in the 1943-1945 season and Gardner, Walker, and Tom Conway play the roles that Martin, Baker, and Boles did on stage. The Kurt Weill-Ogden Nash musical with book by Nash and S.J. Perelman was a comeback vehicle for Mary Martin who reestablished herself as the Queen of Broadway after a disappointing venture in Hollywood. <br /><br />Look at the names that went into this show. Given who was responsible for the book I expected to see some sparkling wit in this production. Instead I got a rather pedestrian screenplay, it was like all the wit was drained out of it. Doing her best to make up for it is Eve Arden playing her usual girl Friday role with Tom Conway, but it's even too much for Eve.<br /><br />The story concerns department store window dresser Robert Walker who kisses a very valuable statue of Venus who springs to life in the person of Ava Gardner. Of course when the statue goes missing, Conway yells for the law and is suspicious of Walker, the last person to be with the statue. <br /><br />The rest of the film is Walker dealing with Gardner and what will happen to both of them. For reasons I don't understand, Ava was of course dubbed by Eileen Wilson and Walker sings only a couple of lines. The singing is carried by Dick Haymes and Olga San Juan playing Walker's friends and coworkers. Of course on Broadway the songs were done by singers Mary Martin and Kenny Baker. You would kind of think that Haymes would be playing Walker's role at least. It was awkward to say the least.<br /><br />Only three songs survived from the score, Don't Look Now, But My Heart Is Showing, That's Him, and the incomparable Speak Low. Haymes's silken baritone is shown to best advantage in Speak Low which was sung as a duet by Martin and Baker on Broadway. For some reason the lyrics of one of the greatest men of verse of the last century, Ogden Nash, were done over by Ann Ronnell. I suspect the infamous Code was at work here.<br /><br />In Lee Server's biography of Ava Gardner he makes mention of a brief fling Ava had with Robert Walker when she had had a spat with her current man, Howard Duff. When Duff and Gardner reunited, Walker took it badly and didn't speak at all to Gardner off camera. I'm sure the fact that both of them were not in their best work didn't help matters either.<br /><br />Hopefully some repertoire company will do One Touch Of Venus and you'll get to see it the way, Weill, Nash, and Perelman wrote it.",negative
"IT SHOULD FIRST BE SAID THAT I HAVE READ THE MANGA AND THEREFORE MY ARGUMENT IS BASED ON THE DIFFERENCES.<br /><br />This anime greatly disappointed me because it removed the comedy and high quality action of the manga and OVA. What it left behind was merely a husk of what it could have been. Many of the characters lacked the depth that is seen in the manga. Alucard is not the sympathetic character that secretly wishes for death. Walter's story lacks the betrayal. And the Nazi villains that plot to engulf the world in war are completely absent. Instead, the anime provides the Gary Stu villain Incognito who is defeated against what appear to be all odds.<br /><br />My primary complaint is not that the anime diverges from the manga, but that it does such a poor job.",negative
"This is one of the few episodes (if not the only one) with an indisputable error in its storytelling. While handling the Ralphie situation Christopher states that he has heard about Pie-O-My's death in the fire accident. This is an important detail because in this context it is quite obvious that Christopher knows from the beginning that Tony is the one who must have killed Ralphie. There is however no way Chris could have heard about the accident. Who should have told him and when? By the time he is torn out of his delirium by Tony's call nobody else was informed. Tony knows that - which makes it even worse! Hearing Christopher talk about Pie- O-My's death could therefore only lead Tony to the conclusion that Chris himself has set the fire. Given the impressively elaborate writing process as told by the writers themselves on the DVD I really wonder none of them realized the problem there. The story just doesn't work that way. Unnecessary to add that I'm a huge fan of the Sopranos. Otherwise, I certainly wouldn't care.",negative
"I am writing this with 10 minutes left before the film finishes. I feel comfortable writing it now, because unfortunately I know exactly how this film is going to end.<br /><br />The premise is simple enough, rabid dog on the loose in a small town, kills people. Great - simple plot for a good fun camp 80s horror.<br /><br />Uhh ..no.<br /><br />The main problem is this is based on a book (Stephen King) and you can tell that is should not have really been adapted to film, at least not with the same plot. Why? Cuz its boring! The first 45 minutes tries to build depth to its main characters and create suspense. It however lasts too long (half the film!) - the characters are unlikeable and we never care for them anyway, and it just about creates zero suspense. The easiest film (according to plot and time) to compare this to it the classic Jaws. Everything that Jaws does right, Cujo does wrong. Jaws created good characters and a genuine feeling of dread. Cujo does neither. Jaws effectively creates a scary, creepy villain in its shark. Cujo has a dirty St Bernard running about growling and jumping, and not a lot else. Jaws is exciting and unpredictable. Cujo is a tireless bore that remains predictable right to the end.<br /><br />Also confusing is the plethora of subplots that just act as boring red herrings to the films main plot.<br /><br />If this film was rewritten for the big screen and had a better director this could have been good. But it wasn't. It was a waste of 90 minutes of my life.<br /><br />People on here are saying this is one of the best King adaptations - Im sorry you could not be more wrong. The Mist is a hundred times better, Thinner is 10 times better and even the one with the cats is twice as good! This in my opinion is one of the worst! The only good thing was the action scenes with the dog looked real, even though they were dull.<br /><br />Films ended now, and it didn't get any better. Avoid.",negative
"An art house maven's dream. Overrated, overpraised, overdone; a pretentious melange that not only did not deserve Best Picture of 1951 on its own merits, it was dwarfed by the competition from the start. Place in the Sun, Detective Story, Streetcar Named Desire, Abbott and Costello Meet the Invisible Man; you name it, if it came out in '51, it's better than this arthouse crapola. The closing ballet is claptrap for the intellectual crowd, out of place and in the wrong movie. Few actors in their time were less capable (at acting) or less charismatic than Kelly and Caron. My #12 Worst of '51 (I saw 201 movies), and among the 5 worst Best Picture Oscar winners.",negative
"I am so insulted by this movie, it's not even funny... And I thought ""Mulan"" was unbelievable! However low my expectations of Disney have become, I never figured they'd do something so stereotypical yet so off. There is no respect here for any true Chinese culture, just the Hollywood tradition of random martial arts.<br /><br />I appreciate that they tried to make Wendy into a normal teenage girl... But, fortunately, most normal teenage girls--particularly Asian teenage girls--are much less obsessed with such shallow aspects of life. And from a cultural stand point, it's almost impossible. Yes, there are girls who are wrapped up in popularity and fashion, but they're pretty rare. And even the ones who are are still fairly decent scholars. Another stereotype, maybe, but a fairly true one. Because that's how Chinese parents work. That's how Chinese values work. If they wanted to go for authenticity, they would've made Wendy an ironic girl with glasses and a love-hate relationship with her family.<br /><br />This just adds to my frustration with American movies. Asian culture isn't about meditation and vague, nature-oriented phrases that sound wise. We don't walk around smiling enigmatically all the time, and we don't all know some form of martial arts. We're a PEOPLE, and I'd appreciate it if someone would write an Asian part that doesn't portray us as some sad caricature.",negative
"Okay, it was very good...but Best Picture? Please, not even close. Munich was better, Capote was much better, Good Night and Good Luck was much better...Brokeback Mountain - well, that should have won! The Academy voters seem to act like the current day Democrats - please just a little of everyone, but don't dare take any concrete positions. That's why we have a complete moron in office in the US.<br /><br />This has been the WORST AA presentation ... and forget 1987 ... since way before that. Hollywood is so afraid of it's bottom line, that it can't be set ""straight"". Many voters apparently didn't even see Brokeback Mountain. Get real and get with it.<br /><br />This was the most pathetic year since I have been watching in the mid- 60's and I was only two.<br /><br />Wake up, whoever you are. Hollywood IS mainstream, and that's what happened to the Box Office in 2005. King Kong, the last Star Wars film, another Batman film, a re-make or whatever of Charlie and The Chocolate Factory, and much more to come in 2006.<br /><br />At least there were original best pictures, i.e. Munich, but heard that one before, Capote - great; Katherine Keener should have won, even though now we know Reese can sing like a Cash/Carter, etc., Syriana was a much better picture than Crash. That film has been done, since the early 1960's and we have to make that the best film? What a horrible Oscar night and a horrible year to end with in 2005 and another boring year in 2006. At least the BAFTA for best picture went to Brokeback, and what about the horrible song that won? Pathetic. I think we only have about 20 years left as America or the USA, before someone comes in and changes up things a bit. Maybe it will be China since they own so much of this country ... or India, because they have all the high-tech jobs and are the largest democratic country in the entire world.<br /><br />America has become the land of the fat, the pathetic, and the stupid. Trash can be found in more places than Florida, West Virgina, South Dakota, and in the mid-West.<br /><br />Drive-through a local McDonald's or Burger King for goodness sake. Order all you want until you get a heart attack. Put yourself out of your misery.",negative
"Wow, I can't believe i'm the first and only one to post a comment on this great movie.<br /><br />Although the movie itself seemed interesting enough the real thing that attracted me to this one is Matt lillard, granted most people probably either think he's too caffeine happy or just plain sucks but we're both the same age and from the same generation and i've watched this guy so many times that he's one of my favorites now. This is one of the few movies where he is the big shot and main star kind of like in SLC Punk, another great Lillard film.<br /><br />Baiscally this is storywise your usual heist movies but with more twists than anything, which start to amount to craziness. Also very notable in this movie is another great actor named vincent D'onofrio, a very under appreciated person in the film industry. The woman in the movie is a newcomer and she isn't too bad although you know they hired her mainly for her accent and the nude scene =)<br /><br />It's a game of jack vs jill vs bob as each want to reap the rewards but share with no one. They all try to get eachother to kill off the other and it's a timebomb waiting to explode. Matt shows his true prowess as the scheming JAck who initially starts the whole scheme. Vincent and woman play a couple of art thieves who are in need of money due to a lack of business. Vince's character is a bit deranged and skitz's throughout the movie but that only add to the intensity of the film.<br /><br />The surprises left and right are well welcomed and the ending is very non cliche and makes you feel happy, well maybe that depends on the type of endings you like. This movie kept me very interested besides the fact Matt was in it, it's a great movie and i'd highly recommend it to anyone who likes movies. Critic's probably won't like this movie, but they don't watch movies cause they like movies anyway.",positive
"Still haven't read a single Dan Brown book, but I watched all his movies adaptations. I won't fall into the game to rate this one with the previous because the scope isn't really the same: actually, this one is a thriller, a race against time filled with puzzles.<br /><br />The plot is very twisted, imaginative and the cast is excellent: I never been a great fan of Hanks but he delivers well. I noticed his jeans shirt (the one spilled with blood) because I search for one like this in vain! The Italian searcher is a brilliant newcomer for me but I really applauded Ewan MacGregor portrayal: his inner faith and calm is really impressive.<br /><br />I really like the debate between science and religion. The action taking place in the Vatican, it felt like vacation. At last, I am not sure it helps to add new converts into Christianism. With all the gold and man presence displayed, any one would ask what charity means and why women are so dismissed of the church life whereas they stand for half or more the believers.",positive
"Your ability to enjoy The Ashes of Time may depend on our expectations before stepping into the theater. Even its most strident supporters seem to agree that audiences can be split right up the middle in their appreciation of this unique film.<br /><br />Unlike most HK actioners, the battle scenes are curiously kept at a distance. When they do happen, they're rendered in a jerky style in which it's difficult to make out exactly what's occurring on screen. The dramatic scenes can be extravagantly beautiful, with the of Maggie Cheung, Brigitte Lin, and a roll-call of HK's top acting talent chewing up the scenery. As with some of Wong Kar-wai's early work, the dialog could be more precise. <br /><br />In short, The Ashes of Time requires a forgiving attitude. Released around the same time as Wong Kar-wai's spectacularly successful Chungking Express, it's clear that the director isn't as confident working with the elements of the martial arts film. Anyone looking for tense action is likely to be disappointed. But those intrigued by the director's aesthetic will likely find this a unique experience at the very least.",negative
"Despite Louis B. Mayer reportedly not being interested in signing the young Greta Garbo to a contract, this first American and MGM film for the actress looked quite beautiful. It's obvious that the film was assigned some amazing talent to film the production and make matte paintings, as it has all the nice polish and artfulness you'd expect from the best pictures the studio could produce. It simply looks beautiful--even 84 years later.<br /><br />As for Garbo herself, like her other very early American films she, too, looks different. While she's quite recognizable, her makeup is much softer than it would become just a year later--giving her a less severe look and a gentleness about her you just didn't see in subsequent films. I kind of wish they'd kept this look, but considering how famous she'd become with the trademark look, who am I to say they shouldn't have gone that route?! The film is about Garbo and how she and her family are unfairly forced off their land by the landlord. While the landlady, the much esteemed Doña Bernarda, claims it's because the bank has demanded payment, it's because her son has fallen for Garbo--and what better way to get rid of her than to force them out on the streets! Nice lady, huh?! Years pass and by now Garbo has become a new singing sensation who is world-famous. When she returns to her hometown years later, her old boyfriend (who HAD promised to marry her but wimped out when his mother, Doña Bernarda, refused to allow it) sees her. His new love for another lady is now tested--will he be content to marry this lady who is the heir to a huge pig fortune or will he want his old flame? And, more importantly, will Garbo even take him back after he behaved so spinelessly? In the meantime, a huge rainstorm hits. The land begins to flood and homes soon are being washed away by the deluge. Cortez and a friend make a mad dash as the dam breaks! In a scene where they obviously superimposed his row boat over the cascading stream, he eventually makes it out alive and to the home where Garbo is now staying. She welcomes them inside and they stay with her until the storm passes. Then, he admits that he still loves her and had braved the storm to make sure that she was safe. She tells him to get lost! Next, you see Ricardo about to get married to his second choice, the daughter of the Pork King. He obviously has little enthusiasm for this--and you feel sorry for the lady, as she did nothing wrong. Soon, Cortez is seen wandering back to Garbo's home--he's love-sick and needs her. In this scene, Garbo is quite luminous and can't tell him to leave--as they dissolve in each other's arms. Once again, he tells her of his love for her.<br /><br />When Doña Bernarda learns of this, she is not pleased. Evidently, a Pork Queen is a better catch than an internationally known singer. Because of the meddling of this nasty old lady, Garbo leaves--unwilling to come between the mother and her wimpy son. But, Cortez comes running--announcing he MUST have her and won't rest until he has her as his wife. Moments after making this proclamation, a family friend talks to Cortez and convinces him to give her up for the good of his career and reputation. So much for ""won't rest until he has her for his wife"", huh?! Despite Cortez being a wimp through and through, for some reason she cannot bring herself to hate him. And so, he marries the Pork Queen and lives a very dull life. When years later Garbo meets Cortez again, he is a dull looking middle-aged man--while she is as beautiful as ever. And, not surprisingly, she tells him, once again, to get lost.<br /><br />At the time this film was made, Garbo was not a star in the US and Cortez was. So, in light of this, it's surprising they gave Cortez such an unlikable character to play. Instead of the usual confident Valentino-like role they'd been giving him, here he is an indecisive wimp--a HUGE wimp. And, from here on, his career was on a slow downward spiral. As for Garbo, the role helped establish her as a big star--as she was THE focus of the film and played a character much like her later personas.<br /><br />As for the film, the new music composed for it was very nice, though a tad repetitive. The print, oddly, was nearly perfect throughout except for the intertitle cards--which could use some restoration.<br /><br />A most enjoyable film--expertly constructed, wistful and worth seeing. And, for one of the few times I can think of it, I have no real complaints in this excellent film.",positive
"In the opinion of several of my friends and family members, including myself, this is the finest of the entire gamut of Tarzan movies. Johnny Weissmuller never played the part as well in the following issues in the series. It definitely rates a ""10"" in my collection of films.",positive
"Although I'm a girl, thankfully I have a sense of humor and realize that this really IS a funny anime! Watching it does give you an overwhelming feeling that it's definitely a guy show but that doesn't take away from the fact that its hilarious! 10/10",positive
"Tom is listening to one of those old-time radio broadcasts, something kids from the 1950s to today would watch on TV. However, they didn't television when this cartoon was made so people got their entertainment - from comedies to music to scary stories - from the radio. <br /><br />Tom is literally shaking in his boots listening to some story about the ""phantom."" He's actually literally doing everything the narrator is saying, such as ""hair standing on end, icy chills race down her spine, her heart beats in her throat,"" etc. Jerry, meanwhile, is watching Tom and laughing his butt off at his scaredy- cat antics.<br /><br />We then get a taste of what we will see for many years after this 194- cartoon in which Jerry tortures Tom for no reason other than sadistic pleasure. If the cat asks for trouble, that's one thing, but when he's minding own business and Jerry is physically (and in this case, mentally) abusing him, I have a hard time rooting for the ""little guy.""<br /><br />These early T&M efforts also were a minute longer than all that followed. Sometimes that one minute makes a difference. It did here as this actually dragged for awhile. It could have been cut to five minutes without missing anything because the sketches went on too long. That's usual for Tom and Jerry's. Usually, they are much faster-paced.",negative
"Susan Slept Here turned out to be Dick Powell's swan song as a performer on the big screen. Of course he directed some more films and appeared frequently on television until he died. It's a pity he didn't go out with his performance in The Bad and the Beautiful.<br /><br />Frank Tashlin has done so many better films, I'm still not sure whatever possessed him to do this one. The premise is absolutely laughable. <br /><br />Dick Powell is a screenwriter who's looking to do more serious stuff than the fluff he's been writing. He had an idea for a film on juvenile delinquency so two friendly cops in Herb Vigran and Horace McMahon deposit 17 year old Debbie Reynolds on his doorstep. She's not a really bad kid and they don't want to put her in the system. So they give her to Dick Powell at Christmas time.<br /><br />I mean is there anyone out there who doesn't see a problem? The term jailbait comes immediately to mind. Additionally Powell has a girlfriend, the young and sexy Anne Francis. Why Debbie Reynolds is any competition here is beyond me.<br /><br />Susan Slept Here got one Oscar nomination. The song Hold My Hand, sung by Don Cornell in the background, was nominated for best song, but lost to Secret Love. <br /><br />Powell and Reynolds do have some funny moments together and Alvy Moore as Powell's factotum and Les Tremayne as his lawyer also get a few laughs. <br /><br />But it's not enough.",negative
"Do you know that they want to escavate the Moon for real?And in Geneve there is the debated project that could lead to make possible time machine?All i can say about this movie that is based on facts about future(at the time of the movie)scientifical projects but real. Hope the moon will exist not happen as in the movie. Now about the movie itself, I saw the original movie too, and I also read the book. The book I didn't like though, but the movie yes.I totally agree with a previous comment that this movie was depressing,unlike the 60's one.That was very good with force, this one was only a paralled future of what is good movie.",negative
"This independent, B&W, DV feature consistently shocks, amazes and amuses with it's ability to create the most insane situations and then find humor and interest in them. It's all hilarious and ridiculous stuff, yet as absurd as much of the film should be, there is a heart and a reality here that keeps the film grounded, keeps the entire piece from drifting into complete craziness and therein lies the real message here. This film is about how we all survive in a world gone mad. That seems to be the heart of the film. For as insane and off the wall as things get, Leon, the 30 yr. old paperboy-protagonist, always tries to keep it together. He's like a child forever trying to catch the balloon that is floating away so that everything will work out for the best, so that everyone can have what they want.<br /><br />The acting in the film could have went far over the top but the exceptional cast really keeps the piece cohesive. Van Meter is perhaps the best of the bunch here with a performance that shines through her absurd diseased tics. Just as the characters in the film do, we overlook her sudden outbursts to see the real person underneath. <br /><br />Majkowski is a true genius here. He takes the utmost ridiculous plot twists and keeps them real. It is his script and his cast that help keep the whole thing afloat. It's a true testament to the skill of Majkowski and all involved that this film, with it's grating plot and characters, never once works our nerves. Majkowski has taken a film that could have been abrasive and repugnant, and somehow given it heart and humor. This is a unique film. Not to be missed. <br /><br />",positive
"On many levels it's very good. In fact, considering that this was a low-budget British indie by a first time feature-director with a largely neophyte cast, it's a magnificent achievement. I don't know how much it cost. The figure of £8,000 was bandied about in publicity but you never know how reliable a figure like that is. The point is that this film looks like it cost a couple of million quid and it clearly cost a tiny fraction of that Great special effects, terrific production design, effective props and costumes, excellent photography, good acting and direction, an impressive score and an absolutely stunning sound mix. Even having said that, much of the script was great. The characters were clearly identified and all had something to do. This is a movie about ten men all dressed roughly the same in one location and it would be easy for them to be nameless, faceless blanks but these were ten characters - mostly that was done through the dialogue and the way they reacted to things. Throughout the middle act, when the plot was developing, the script told the story well and showed how it affected the characters. If the whole film was like the second act, it would be stunning.<br /><br />Before the ship blows up, twelve people make it to individual escape pods or 'e-pods' which blast away from the ship. They're not much more than automatic metal coffins and the poor sods inside are trapped, cramped and have no real idea where they're going - but that makes sense. I like the e-pods - they're an excellent idea done very well and make more sense than a nice, roomy escape capsule. I also like the way that we are specifically told, later, that they are designed for ship-to-ship escape but can just about make planetfall in an emergency - because, let's face it, these guys were bloody lucky that their ship was blown up so close to a planet. That said, it doesn't look to me like there are 116 unused e-pods still on the freighter and you have to wonder how the prisoner is able to get into an e-pod - but in he gets. (And it has just occurred to me: shouldn't the Captain have gone down with his ship rather than being the first guy out of there?) Anyway, the e-pods all land on a barren planet with nothing but sand and sparse vegetation - or at least on a sandy, sparsely vegetated part of the planet which may have icy wastes and lush jungles elsewhere. Nah, it's a planet in a sci-fi movie - it will be exactly the same all over. We have to accept that all the e-pods come down within a few miles of each other so that the ten survivors are able to meet up, firing flares into the sky to locate each other.<br /><br />The Captain, a muscular mountain of a man who could have a pretty good career in action flicks if he gets the right agent, decides that they should try and contact 'Captain Behan' with whom they were intending to rendezvous. But they cannot do this from the planet, they need to get into orbit. The engineer says that if they combine the power units from two e-pods they can probably give one of them enough juice to lift itself on anti-grav doodads high enough to blast above the atmosphere. It can all be done on automatic but it will need a 'pilot' to send the signal. The captain valiantly volunteers for this but in a commendably sensible move the engineer points out that putting the heaviest man into the somewhat dodgily repaired e-pod is ridiculous and that it needs to be the lightest member of the team. That's Kid. I really liked the way that he now points out that his name is David and the Captain starts using it, treating him with dignity and respect. That was good storytelling and good characterisation.",positive
"There is nothing unique in either the TV Series nor the Movie. Which is a prequel to the TV Show, that isn't found everywhere else in life and entertainment. Both before David Lynches disgusting style of story telling, and after. <br /><br />From the Moment the body of a poor misguided girl washed up on the beach. And being introduced to some of the most mind numbing shady immoral character of the Twin Peaks.<br /><br />To the Mind numbing almost pedophilia disgusting way the movie seems to romantically tell of the destruction of a Human Life through some random psychedelic phenomena in the Movie Twin Peak:Fire Come Walk with me. <br /><br />I watched it all just to make sure I wasn't missing anything. I didn't. It's is simply one mans obvious sexual fetish extended over long series fallowed by a ridiculous overly pornographic movie. Save your self the agony the suspense and watch anything else that at least has the ability to tell a story, rather then seduce you into some kind mental porn movie.<br /><br />I have heard a lot of reviews, rants and raves about how great David Lynch. Because of his ability to define misery and and tragedy and making it into some kind of a wonderful thing. This is not life imitating art, as much as it is some sick twisted version of art doing its best to inspire complete mindless life.<br /><br />Do yourself a favor and avoid this garbage.",negative
"I haven't read a biography of Lincoln, so maybe this was an accurate portrayal......<br /><br />And maybe it's because I'm used to the equally alienating and unrealistic worshiping portrayals that unnaturally deify Lincoln as brilliant, honorable, and the savior of our country......<br /><br />But why would they make a movie representing Lincoln as a buffoon? While Henry Fonda made an excellent Lincoln, his portrayal of him as an ""aw shucks, I'm just a simple guy"" seemed a little insulting.<br /><br />[Granted, that was Bushie Jr.'s whole campaign, to make us think he was ""just a regular guy"" so we wouldn't care that he's a rich & privileged moron -- but that's a whole other story.]<br /><br />Not only did the film show Lincoln as sort of a simple (almost simple-minded) kind of guy , the film states that Lincoln just sort of got into law by accident, and that he wasn't even that interested in the law - only with the falsely simplistic idea of the law being about rights & wrongs. In the film he's not a very good defense attorney (he lounges around with his feet on the table and makes fun of the witnesses), and the outcome is mostly determined by chance/luck.<br /><br />Furthermore, partly because this was financed by Republicans (in reaction to some play sponsored by Democrats that had come out) and partly because it was just the sentiment of the times, the film is unfortunately religious, racist and conservative.<br /><br />Don't waste your time on this film!",negative
"I saw the premier of this movie during the 2005 Phoenix Film Festival and was very impressed with the skill Director, Jeff Hare, exhibited in bringing this timely topic to the screen. The cast of characters meshed perfectly and allowed us to examine the issue of a senior wishing to die on ""his own terms"" in a very warm and humorous way. Peter Falk was brilliant as Morris and the supporting group of family members and friends were perfectly cast in their roles. The interaction of the family, friends and outsiders with Morris created a realistic view of how families address the issue of their parents aging and their wishes to die with dignity.<br /><br />Although this movie is ostensibly a movie about a Jewish Actor and his family, it is truly a movie about all families. The jokes the family and Morris crack during this romp through the life of a ""Force of Nature"" are fresh and realistic. Childhood rivalries, adult successes and failures, and hope for the children are integral to this screenplay. While many will question how you can make the topic of suicide ""humorous"", I thought the treatment logical and timely. If you are not afraid to shed a few tears or laugh at the quips of a family struggling with this issue, then you MUST SEE THIS MOVIE.<br /><br />The movie was awarded ""Best Picture"" at the Phoenix Film Festival.",positive
"The only thing worse than surfers without any waves is a film about surfers without any waves. For viewers who love surfing this film will be a gigantic disappointment since the total number of minutes of surfing footage struggles to reach three.<br /><br />The story is a slice of life about beached surfers who are waiting not for the perfect wave, but for any wave at all. J.C. (Sean Pertwee) is an aging super surfer who is flirting with a commitment with his girlfriend Chloe (Catherine Zeta Jones). Just as he is about to find grown up bliss with the woman he loves, three old surfing friends turn up and convince him to hit the beach looking for monster waves at the Bone Yard. The trouble is, there are no waves until the very end of the film, so most of the story dissipates itself on a meandering succession of disconnected beach happenings.<br /><br />The acting is mostly mediocre. Sean Pertwee has a few comical moments, but mostly his acting was mundane. Ewan McGregor was decent as the drug dealing wild man, by far the most interesting and peculiar character of the bunch. Probably the funniest performance was turned in by Peter Gunn as Terry who turned his corpulent body into a continual sight gag. Catherine Zeta-Jones was sexy as usual, but her character didn't really have enough meat for her to show much acting ability.<br /><br />There is really not much here on which to comment. I rated it a 3/10. It's a real beach bummer.",negative
